## Sun Mar 19 01:09:13 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_16_length_124183_cov_40.602864_52	1114970.PSF113_4930	3.05e-198	550.0	COG1947@1|root,COG1947@2|Bacteria,1MVU3@1224|Proteobacteria,1RP23@1236|Gammaproteobacteria,1YMWZ@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	F	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	ispE	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0006629,GO:0006720,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0050515,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576	2.7.1.148	ko:K00919	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05634	RC00002,RC01439	ko00000,ko00001,ko00002,ko01000	-	-	iEC55989_1330.EC55989_1304	GHMP_kinases_C,GHMP_kinases_N
NODE_16_length_124183_cov_40.602864_53	1144325.PMI22_00320	2.09e-217	600.0	COG0462@1|root,COG0462@2|Bacteria,1MW21@1224|Proteobacteria,1RMUC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	GO:0000287,GO:0003674,GO:0003824,GO:0004749,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006015,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016772,GO:0016778,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042301,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046391,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b1207,iAPECO1_1312.APECO1_323,iB21_1397.B21_01192,iBWG_1329.BWG_1032,iE2348C_1286.E2348C_1330,iEC042_1314.EC042_1264,iEC55989_1330.EC55989_1303,iECABU_c1320.ECABU_c14780,iECBD_1354.ECBD_2414,iECB_1328.ECB_01182,iECDH10B_1368.ECDH10B_1260,iECDH1ME8569_1439.ECDH1ME8569_1146,iECD_1391.ECD_01182,iECED1_1282.ECED1_1355,iECH74115_1262.ECH74115_1688,iECIAI1_1343.ECIAI1_1228,iECIAI39_1322.ECIAI39_1543,iECNA114_1301.ECNA114_1372,iECO103_1326.ECO103_1309,iECO111_1330.ECO111_1536,iECO26_1355.ECO26_1720,iECOK1_1307.ECOK1_1360,iECP_1309.ECP_1255,iECS88_1305.ECS88_1275,iECSE_1348.ECSE_1257,iECSF_1327.ECSF_1183,iECSP_1301.ECSP_1597,iECUMN_1333.ECUMN_1504,iECW_1372.ECW_m1293,iECs_1301.ECs1712,iEKO11_1354.EKO11_2647,iETEC_1333.ETEC_1311,iEcDH1_1363.EcDH1_2440,iEcE24377_1341.EcE24377A_1355,iEcHS_1320.EcHS_A1312,iEcSMS35_1347.EcSMS35_1935,iEcolC_1368.EcolC_2419,iG2583_1286.G2583_1478,iJO1366.b1207,iJR904.b1207,iLF82_1304.LF82_1744,iNRG857_1313.NRG857_06180,iSBO_1134.SBO_1860,iSDY_1059.SDY_1256,iSSON_1240.SSON_1971,iUMN146_1321.UM146_11025,iUMNK88_1353.UMNK88_1523,iUTI89_1310.UTI89_C1401,iWFL_1372.ECW_m1293,iY75_1357.Y75_RS06300,ic_1306.c1665	Pribosyl_synth,Pribosyltran_N
NODE_16_length_124183_cov_40.602864_54	690597.JH730966_gene5387	1.92e-132	376.0	COG1825@1|root,COG1825@2|Bacteria,1RDH0@1224|Proteobacteria,1S46A@1236|Gammaproteobacteria,1YPZU@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	J	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance	ctc	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02897	ko03010,map03010	M00178	-	-	ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L25p,Ribosomal_TL5_C
NODE_16_length_124183_cov_40.602864_55	1117958.PE143B_0117350	5.79e-136	385.0	COG0193@1|root,COG0193@2|Bacteria,1MX1P@1224|Proteobacteria,1RPK3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	pth	GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006515,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016788,GO:0019538,GO:0030163,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0052689,GO:0071704,GO:0140098,GO:0140101,GO:1901564,GO:1901565,GO:1901575	3.1.1.29	ko:K01056	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	Pept_tRNA_hydro
NODE_16_length_124183_cov_40.602864_56	1488328.JMCL01000014_gene360	2.83e-257	707.0	COG0012@1|root,COG0012@2|Bacteria,1MVM4@1224|Proteobacteria,1RMBI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner	ychF	GO:0003674,GO:0003824,GO:0004857,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006979,GO:0008150,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030234,GO:0043021,GO:0043022,GO:0043023,GO:0043086,GO:0044092,GO:0044424,GO:0044464,GO:0044877,GO:0050790,GO:0050896,GO:0065007,GO:0065009,GO:0098772	-	ko:K06942	-	-	-	-	ko00000,ko03009	-	-	-	MMR_HSR1,YchF-GTPase_C
NODE_16_length_124183_cov_40.602864_57	1415630.U771_04180	1.97e-167	474.0	COG3829@1|root,COG3829@2|Bacteria,1R48U@1224|Proteobacteria,1RPVW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	hrpS	-	-	-	-	-	-	-	-	-	-	-	HTH_8,Sigma54_activat
NODE_16_length_124183_cov_40.602864_60	1117958.PE143B_0123480	1.25e-139	400.0	COG4669@1|root,COG4669@2|Bacteria,1N69F@1224|Proteobacteria,1RMNM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	Lipoprotein	hrcJ	-	-	ko:K03222	ko03070,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko02044	3.A.6.1,3.A.6.3	-	-	YscJ_FliF
NODE_16_length_124183_cov_40.602864_61	1282356.H045_00230	2.99e-45	154.0	2BHQ3@1|root,31UD9@2|Bacteria,1QS88@1224|Proteobacteria,1RVKH@1236|Gammaproteobacteria,1YU4T@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_16_length_124183_cov_40.602864_62	1470593.BW43_01988	3.54e-54	178.0	COG1317@1|root,COG1317@2|Bacteria,1RB1N@1224|Proteobacteria,1S34F@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	Type III secretion	hrpE	-	-	ko:K03223	ko03070,map03070	M00332,M00660	-	-	ko00000,ko00001,ko00002,ko02044	3.A.6.1,3.A.6.3	-	-	HrpE
NODE_16_length_124183_cov_40.602864_65	1117958.PE143B_0123455	0.0	1197.0	COG1450@1|root,COG1450@2|Bacteria,1MV6H@1224|Proteobacteria,1RPIX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	Type III secretion	hrcC	-	-	ko:K03219	ko03070,map03070	M00332,M00542	-	-	ko00000,ko00001,ko00002,ko02044	3.A.6.1,3.A.6.3	-	-	Secretin,Secretin_N,TraK
NODE_16_length_124183_cov_40.602864_66	216595.PFLU_0720	7.32e-36	122.0	2B1X0@1|root,31UD5@2|Bacteria,1QS80@1224|Proteobacteria,1RVK8@1236|Gammaproteobacteria,1YU4F@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_16_length_124183_cov_40.602864_68	1415630.U771_04125	1.01e-212	593.0	COG1377@1|root,COG1377@2|Bacteria	2|Bacteria	N	bacterial-type flagellum assembly	flhB	-	-	ko:K02401,ko:K03229,ko:K04061	ko02040,ko03070,map02040,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko02035,ko02044	3.A.6.1,3.A.6.2,3.A.6.3	-	-	Bac_export_2
NODE_16_length_124183_cov_40.602864_69	1282356.H045_00200	9.69e-148	420.0	COG4791@1|root,COG4791@2|Bacteria,1QMMJ@1224|Proteobacteria,1RTY7@1236|Gammaproteobacteria,1YT63@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	U	Type III secretion	hrcT	-	-	ko:K03228	ko03070,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko02044	3.A.6.1,3.A.6.3	-	-	Bac_export_1
NODE_16_length_124183_cov_40.602864_70	1282356.H045_00195	2.63e-47	152.0	COG4794@1|root,COG4794@2|Bacteria,1N6RK@1224|Proteobacteria,1SA4K@1236|Gammaproteobacteria,1YU39@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	U	Bacterial export proteins, family 3	hrcS	-	-	ko:K03227	ko03070,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko02044	3.A.6.1,3.A.6.3	-	-	Bac_export_3
NODE_16_length_124183_cov_40.602864_71	1117958.PE143B_0123425	1.89e-125	360.0	COG4790@1|root,COG4790@2|Bacteria,1R34E@1224|Proteobacteria,1S0AZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	type iii secretion	ssaR	-	-	ko:K03226	ko03070,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko02044	3.A.6.1,3.A.6.3	-	-	FliP
NODE_16_length_124183_cov_40.602864_72	216595.PFLU_0714	8.01e-175	495.0	COG1886@1|root,COG1886@2|Bacteria,1RBQJ@1224|Proteobacteria,1S30F@1236|Gammaproteobacteria	1236|Gammaproteobacteria	NU	Type III secretion	hrcQ	-	-	ko:K03225	ko03070,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko02044	3.A.6.1	-	-	FliMN_C
NODE_16_length_124183_cov_40.602864_73	216595.PFLU_0713	7.96e-51	167.0	2DK0I@1|root,3082E@2|Bacteria,1QS9E@1224|Proteobacteria,1RVN8@1236|Gammaproteobacteria,1YU6I@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_16_length_124183_cov_40.602864_74	1282356.H045_00175	2.61e-40	139.0	2B1TQ@1|root,31U9P@2|Bacteria,1QS3X@1224|Proteobacteria,1RVF8@1236|Gammaproteobacteria,1YTX5@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Type III secretion protein YscO	-	-	-	-	-	-	-	-	-	-	-	-	YscO
NODE_16_length_124183_cov_40.602864_75	1282356.H045_00170	1.21e-279	769.0	COG1157@1|root,COG1157@2|Bacteria,1MUH6@1224|Proteobacteria,1RM9W@1236|Gammaproteobacteria,1YRV3@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	NU	Involved in type III protein export during flagellum assembly	hrcN	-	3.6.3.14	ko:K03224	ko03070,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko01000,ko02044	3.A.6.1,3.A.6.3	-	-	ATP-synt_ab,ATP-synt_ab_N
NODE_16_length_124183_cov_40.602864_76	1117958.PE143B_0123400	5.35e-145	416.0	COG1716@1|root,COG1716@2|Bacteria,1R4K2@1224|Proteobacteria	1224|Proteobacteria	T	Type III secretion	hrpQ	-	-	ko:K03220	-	M00332	-	-	ko00000,ko00002,ko02044	3.A.6.1	-	-	Yop-YscD_cpl,Yop-YscD_ppl
NODE_16_length_124183_cov_40.602864_77	1117958.PE143B_0123395	0.0	1113.0	COG4789@1|root,COG4789@2|Bacteria,1R346@1224|Proteobacteria,1T62Z@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	type iii secretion	hrcV	-	-	ko:K03230	ko03070,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko02044	3.A.6.1,3.A.6.3	-	-	FHIPEP
NODE_16_length_124183_cov_40.602864_78	1415630.U771_04075	6.55e-119	352.0	2DBCX@1|root,2Z8G8@2|Bacteria,1MZ1E@1224|Proteobacteria,1RR8T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	type iii secretion	hrpJ	-	-	ko:K04058	ko03070,map03070	M00332	-	-	ko00000,ko00001,ko00002,ko02044	-	-	-	HrpJ,TyeA
NODE_16_length_124183_cov_40.602864_79	1415630.U771_04070	1.08e-112	325.0	COG1595@1|root,COG1595@2|Bacteria,1N64E@1224|Proteobacteria,1S4K7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Belongs to the sigma-70 factor family. ECF subfamily	rspL	-	-	-	-	-	-	-	-	-	-	-	Sigma70_r2,Sigma70_r4_2
NODE_16_length_124183_cov_40.602864_80	1042209.HK44_023680	1.69e-261	720.0	COG0477@1|root,COG2814@2|Bacteria,1QUTR@1224|Proteobacteria,1T2CB@1236|Gammaproteobacteria,1YMWI@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	EGP	Fosmidomycin resistance protein	fsr	-	-	ko:K08223	-	-	-	-	ko00000,ko02000	2.A.1.35	-	-	MFS_1
NODE_16_length_124183_cov_40.602864_81	1357272.AVEO02000048_gene2070	8.03e-18	79.3	2BM1U@1|root,32FIS@2|Bacteria,1QH3Z@1224|Proteobacteria,1TENF@1236|Gammaproteobacteria,1Z815@136849|Pseudomonas syringae group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_16_length_124183_cov_40.602864_82	384676.PSEEN4649	2.46e-171	487.0	COG0697@1|root,COG0697@2|Bacteria,1N3FA@1224|Proteobacteria,1RYMI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EG	EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
NODE_16_length_124183_cov_40.602864_83	1156919.QWC_28598	1.9e-83	252.0	COG1670@1|root,COG1670@2|Bacteria,1MVG4@1224|Proteobacteria,2VVMV@28216|Betaproteobacteria,3T7Z1@506|Alcaligenaceae	28216|Betaproteobacteria	J	Acetyltransferase (GNAT) domain	rimJ	-	2.3.1.128	ko:K03790	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_3
NODE_16_length_124183_cov_40.602864_84	1211112.ALJC01000069_gene2542	1.81e-71	220.0	COG1595@1|root,COG1595@2|Bacteria,1RHA8@1224|Proteobacteria	1224|Proteobacteria	K	Belongs to the sigma-70 factor family. ECF subfamily	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4_2
NODE_16_length_124183_cov_40.602864_85	157783.LK03_02150	1.26e-98	300.0	COG3712@1|root,COG3712@2|Bacteria,1R843@1224|Proteobacteria	1224|Proteobacteria	PT	Fe2 -dicitrate sensor, membrane component	-	-	-	ko:K07165	-	-	-	-	ko00000	-	-	-	DUF4880,DUF4974,FecR
NODE_16_length_124183_cov_40.602864_86	1211112.ALJC01000062_gene1725	0.0	1231.0	COG4773@1|root,COG4773@2|Bacteria,1MW5E@1224|Proteobacteria,1RMBD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	receptor	fpvB	-	-	ko:K02014,ko:K16088	-	-	-	-	ko00000,ko02000	1.B.14,1.B.14.1.10,1.B.14.1.3,1.B.14.1.8	-	-	Plug,STN,TonB_dep_Rec
NODE_16_length_124183_cov_40.602864_87	1151127.KB906326_gene840	1.88e-152	437.0	COG1846@1|root,COG1846@2|Bacteria,1MWIC@1224|Proteobacteria,1RNX4@1236|Gammaproteobacteria,1YPUK@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	K	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,MarR,MarR_2
NODE_16_length_124183_cov_40.602864_88	690597.JH730966_gene5411	0.0	1025.0	COG0405@1|root,COG0405@2|Bacteria,1MUV6@1224|Proteobacteria,1RMIT@1236|Gammaproteobacteria,1YMJW@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	M	gamma-glutamyltransferase	ggt	-	2.3.2.2,3.4.19.13	ko:K00681	ko00430,ko00460,ko00480,ko01100,map00430,map00460,map00480,map01100	-	R00494,R01262,R01687,R03867,R03916,R03970,R03971,R04935	RC00064,RC00090,RC00096	ko00000,ko00001,ko01000,ko01002	-	-	-	G_glu_transpept
NODE_16_length_124183_cov_40.602864_89	690597.JH730966_gene5412	1.92e-127	367.0	COG1496@1|root,COG1496@2|Bacteria,1RGX2@1224|Proteobacteria,1S65W@1236|Gammaproteobacteria,1YST5@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Multi-copper polyphenol oxidoreductase laccase	-	-	-	ko:K05810	-	-	-	-	ko00000,ko01000	-	-	-	Cu-oxidase_4
NODE_16_length_124183_cov_40.602864_90	322710.Avin_31050	1.56e-58	182.0	COG2944@1|root,COG2944@2|Bacteria,1N5H0@1224|Proteobacteria,1SEZI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	ko:K07726	-	-	-	-	ko00000,ko03000	-	-	-	HTH_3,HTH_31
NODE_16_length_124183_cov_40.602864_91	1117958.PE143B_0123315	3.56e-240	662.0	COG1181@1|root,COG1181@2|Bacteria,1MUTB@1224|Proteobacteria,1RMTM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Belongs to the D-alanine--D-alanine ligase family	ddl	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008716,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009314,GO:0009628,GO:0009987,GO:0010165,GO:0010212,GO:0016874,GO:0016879,GO:0016881,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	6.3.2.4	ko:K01921	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	-	R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	iAF1260.b0381,iB21_1397.B21_00332,iBWG_1329.BWG_0265,iE2348C_1286.E2348C_0317,iEC042_1314.EC042_0413,iEC55989_1330.EC55989_0386,iECBD_1354.ECBD_3283,iECB_1328.ECB_00328,iECDH10B_1368.ECDH10B_0338,iECDH1ME8569_1439.ECDH1ME8569_0367,iECD_1391.ECD_00328,iECH74115_1262.ECH74115_0453,iECIAI1_1343.ECIAI1_0377,iECIAI39_1322.ECIAI39_0301,iECO103_1326.ECO103_0356,iECO111_1330.ECO111_0411,iECO26_1355.ECO26_0414,iECSE_1348.ECSE_0401,iECSP_1301.ECSP_0441,iECs_1301.ECs0431,iETEC_1333.ETEC_0434,iEcDH1_1363.EcDH1_3227,iEcE24377_1341.EcE24377A_0406,iEcHS_1320.EcHS_A0447,iEcSMS35_1347.EcSMS35_0410,iEcolC_1368.EcolC_3251,iJO1366.b0381,iJR904.b0381,iSF_1195.SF0232,iSFxv_1172.SFxv_0245,iS_1188.S0254,iUMNK88_1353.UMNK88_429,iY75_1357.Y75_RS01965,iZ_1308.Z0477	Dala_Dala_lig_C,Dala_Dala_lig_N
NODE_16_length_124183_cov_40.602864_92	1415630.U771_03895	8.91e-133	378.0	COG1280@1|root,COG1280@2|Bacteria,1MX0K@1224|Proteobacteria	1224|Proteobacteria	E	lysine exporter protein (LysE YggA)	-	-	-	-	-	-	-	-	-	-	-	-	LysE
NODE_16_length_124183_cov_40.602864_93	1123020.AUIE01000019_gene2880	1.39e-37	126.0	COG3655@1|root,COG3655@2|Bacteria,1N6VH@1224|Proteobacteria,1SDAJ@1236|Gammaproteobacteria,1YK56@136841|Pseudomonas aeruginosa group	1236|Gammaproteobacteria	K	Cro/C1-type HTH DNA-binding domain	yozG	-	-	ko:K07727	-	-	-	-	ko00000,ko03000	-	-	-	HTH_26
NODE_16_length_124183_cov_40.602864_94	587753.EY04_26375	5.21e-84	253.0	2BE6B@1|root,327X8@2|Bacteria,1RINH@1224|Proteobacteria,1T0Z9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2975)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2975
NODE_16_length_124183_cov_40.602864_95	1415630.U771_03890	7.47e-171	479.0	COG2207@1|root,COG2207@2|Bacteria,1P23G@1224|Proteobacteria,1RZQ4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	AraC family transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
NODE_16_length_124183_cov_40.602864_96	1470593.BW43_01960	1.28e-282	778.0	COG0477@1|root,COG0477@2|Bacteria,1MWXZ@1224|Proteobacteria,1RW6N@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EGP	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
NODE_16_length_124183_cov_40.602864_97	1470593.BW43_01959	8.75e-185	516.0	COG0583@1|root,COG0583@2|Bacteria,1MW16@1224|Proteobacteria,1RNK2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
NODE_16_length_124183_cov_40.602864_98	1415630.U771_03885	5.79e-130	369.0	COG1853@1|root,COG1853@2|Bacteria,1NB1B@1224|Proteobacteria,1RQU5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Flavin reductase	yddH	-	-	-	-	-	-	-	-	-	-	-	Flavin_Reduct
NODE_16_length_124183_cov_40.602864_99	216595.PFLU_0704	3.15e-269	742.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,1RMH0@1236|Gammaproteobacteria,1YMRP@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	NT	Methyl-accepting chemotaxis transducer sensory box protein	bdlA	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	MCPsignal,PAS_3,PAS_4,PAS_9
NODE_16_length_124183_cov_40.602864_100	690597.JH730966_gene5418	1.08e-52	167.0	2BV6I@1|root,32QJX@2|Bacteria,1Q9DZ@1224|Proteobacteria,1RUFT@1236|Gammaproteobacteria,1YQXA@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2790)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2790
NODE_16_length_124183_cov_40.602864_101	216595.PFLU_0702	8.97e-291	797.0	2DFE8@1|root,2ZRJ0@2|Bacteria,1R7WV@1224|Proteobacteria,1S4U2@1236|Gammaproteobacteria,1YNWV@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	outer membrane porin, OprD family	opdT	-	-	-	-	-	-	-	-	-	-	-	OprD
NODE_16_length_124183_cov_40.602864_103	1282356.H045_00110	8.95e-148	417.0	COG0745@1|root,COG0745@2|Bacteria,1MU67@1224|Proteobacteria,1RNWH@1236|Gammaproteobacteria,1YQ3P@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	KT	Transcriptional regulatory protein, C terminal	czcR	-	-	ko:K07665	ko02020,map02020	M00452,M00745	-	-	ko00000,ko00001,ko00002,ko01504,ko02022	-	-	-	Response_reg,Trans_reg_C
NODE_16_length_124183_cov_40.602864_104	690597.JH730966_gene5421	1.5e-263	730.0	COG5002@1|root,COG5002@2|Bacteria,1QTV1@1224|Proteobacteria,1T1I6@1236|Gammaproteobacteria,1YM4Q@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	T	Member of a two-component regulatory system	irlS	-	2.7.13.3	ko:K07636,ko:K07644	ko02020,map02020	M00434,M00452,M00745	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022	-	-	-	HAMP,HATPase_c,HisKA
NODE_16_length_124183_cov_40.602864_105	1415630.U771_03860	0.0	1862.0	COG3696@1|root,COG3696@2|Bacteria,1NUIV@1224|Proteobacteria,1SP6I@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	czcA	-	-	ko:K15726	-	-	-	-	ko00000,ko02000	2.A.6.1.2	-	-	ACR_tran
